,segmentation,area,iscrowd,image_id,bbox,category_id,id,ignore
6799,"[[102, 157, 102, 191, 129, 191, 129, 157]]",918,0,8706,"[102, 157, 27, 34]",10,6800,1
6800,"[[129, 162, 129, 189, 168, 189, 168, 162]]",1053,0,8706,"[129, 162, 39, 27]",10,6801,1
6801,"[[67, 161, 67, 232, 103, 232, 103, 161]]",2556,0,8706,"[67, 161, 36, 71]",10,6802,1
6802,"[[111, 174, 111, 252, 154, 252, 154, 174]]",3354,0,8706,"[111, 174, 43, 78]",10,6803,1
6803,"[[141, 187, 141, 273, 188, 273, 188, 187]]",4042,0,8706,"[141, 187, 47, 86]",10,6804,0
6804,"[[30, 138, 30, 181, 73, 181, 73, 138]]",1849,0,8706,"[30, 138, 43, 43]",7,6805,0
6805,"[[0, 135, 0, 172, 34, 172, 34, 135]]",1258,0,8706,"[0, 135, 34, 37]",7,6806,0
6806,"[[107, 145, 107, 156, 124, 156, 124, 145]]",187,0,8706,"[107, 145, 17, 11]",15,6807,1
6807,"[[137, 49, 137, 249, 323, 249, 323, 49]]",37200,0,8710,"[137, 49, 186, 200]",19,6808,0
6808,"[[92, 234, 92, 386, 250, 386, 250, 234]]",24016,0,8720,"[92, 234, 158, 152]",8,6809,0
6809,"[[4, 65, 4, 252, 468, 252, 468, 65]]",86768,0,8723,"[4, 65, 464, 187]",1,6810,0
6810,"[[14, 115, 14, 241, 266, 241, 266, 115]]",31752,0,8725,"[14, 115, 252, 126]",4,6811,0
6811,"[[328, 198, 328, 209, 358, 209, 358, 198]]",330,0,8725,"[328, 198, 30, 11]",4,6812,1
6812,"[[2, 248, 2, 500, 375, 500, 375, 248]]",93996,0,8727,"[2, 248, 373, 252]",7,6813,0
6813,"[[149, 92, 149, 278, 255, 278, 255, 92]]",19716,0,8731,"[149, 92, 106, 186]",13,6814,0
6814,"[[294, 96, 294, 282, 383, 282, 383, 96]]",16554,0,8731,"[294, 96, 89, 186]",15,6815,0
6815,"[[100, 196, 100, 395, 223, 395, 223, 196]]",24477,0,8732,"[100, 196, 123, 199]",3,6816,0
6816,"[[0, 136, 0, 332, 357, 332, 357, 136]]",69972,0,8738,"[0, 136, 357, 196]",12,6817,0
6817,"[[340, 190, 340, 331, 500, 331, 500, 190]]",22560,0,8738,"[340, 190, 160, 141]",12,6818,1
6818,"[[315, 0, 315, 218, 466, 218, 466, 0]]",32918,0,8738,"[315, 0, 151, 218]",15,6819,0
6819,"[[0, 0, 0, 177, 147, 177, 147, 0]]",26019,0,8738,"[0, 0, 147, 177]",15,6820,1
6820,"[[3, 3, 3, 499, 374, 499, 374, 3]]",184016,0,8741,"[3, 3, 371, 496]",2,6821,0
6821,"[[124, 127, 124, 325, 265, 325, 265, 127]]",27918,0,8744,"[124, 127, 141, 198]",15,6822,0
6822,"[[130, 179, 130, 383, 270, 383, 270, 179]]",28560,0,8744,"[130, 179, 140, 204]",13,6823,0
6823,"[[117, 326, 117, 453, 204, 453, 204, 326]]",11049,0,8748,"[117, 326, 87, 127]",15,6824,0
6824,"[[203, 343, 203, 454, 242, 454, 242, 343]]",4329,0,8748,"[203, 343, 39, 111]",15,6825,0
6825,"[[240, 339, 240, 458, 272, 458, 272, 339]]",3808,0,8748,"[240, 339, 32, 119]",15,6826,0
6826,"[[269, 343, 269, 457, 294, 457, 294, 343]]",2850,0,8748,"[269, 343, 25, 114]",15,6827,0
6827,"[[81, 338, 81, 456, 125, 456, 125, 338]]",5192,0,8748,"[81, 338, 44, 118]",15,6828,0
6828,"[[42, 332, 42, 468, 81, 468, 81, 332]]",5304,0,8748,"[42, 332, 39, 136]",15,6829,0
6829,"[[105, 320, 105, 337, 214, 337, 214, 320]]",1853,0,8748,"[105, 320, 109, 17]",15,6830,1
6830,"[[301, 273, 301, 358, 338, 358, 338, 273]]",3145,0,8748,"[301, 273, 37, 85]",15,6831,0
6831,"[[6, 289, 6, 355, 29, 355, 29, 289]]",1518,0,8748,"[6, 289, 23, 66]",15,6832,0
6832,"[[23, 80, 23, 304, 479, 304, 479, 80]]",102144,0,8750,"[23, 80, 456, 224]",7,6833,0
6833,"[[0, 113, 0, 206, 47, 206, 47, 113]]",4371,0,8750,"[0, 113, 47, 93]",7,6834,1
6834,"[[210, 2, 210, 331, 408, 331, 408, 2]]",65142,0,8755,"[210, 2, 198, 329]",3,6835,0
6835,"[[209, 120, 209, 174, 289, 174, 289, 120]]",4320,0,8756,"[209, 120, 80, 54]",8,6836,0
6836,"[[48, 81, 48, 290, 421, 290, 421, 81]]",77957,0,8757,"[48, 81, 373, 209]",2,6837,0
6837,"[[0, 212, 0, 375, 263, 375, 263, 212]]",42869,0,8760,"[0, 212, 263, 163]",9,6838,0
6838,"[[103, 150, 103, 287, 334, 287, 334, 150]]",31647,0,8760,"[103, 150, 231, 137]",18,6839,0
6839,"[[99, 37, 99, 325, 340, 325, 340, 37]]",69408,0,8764,"[99, 37, 241, 288]",3,6840,0
6840,"[[88, 110, 88, 366, 165, 366, 165, 110]]",19712,0,8768,"[88, 110, 77, 256]",15,6841,0
6841,"[[258, 123, 258, 359, 355, 359, 355, 123]]",22892,0,8768,"[258, 123, 97, 236]",15,6842,0
6842,"[[0, 123, 0, 315, 247, 315, 247, 123]]",47424,0,8768,"[0, 123, 247, 192]",7,6843,0
6843,"[[184, 105, 184, 190, 337, 190, 337, 105]]",13005,0,8770,"[184, 105, 153, 85]",1,6844,0
6844,"[[61, 103, 61, 203, 433, 203, 433, 103]]",37200,0,8771,"[61, 103, 372, 100]",6,6845,0
6845,"[[453, 156, 453, 196, 465, 196, 465, 156]]",480,0,8771,"[453, 156, 12, 40]",15,6846,0
6846,"[[35, 156, 35, 207, 46, 207, 46, 156]]",561,0,8771,"[35, 156, 11, 51]",15,6847,1
6847,"[[21, 149, 21, 193, 32, 193, 32, 149]]",484,0,8771,"[21, 149, 11, 44]",15,6848,1
6848,"[[159, 37, 159, 314, 296, 314, 296, 37]]",37949,0,8776,"[159, 37, 137, 277]",3,6849,0
6849,"[[395, 211, 395, 277, 414, 277, 414, 211]]",1254,0,8783,"[395, 211, 19, 66]",5,6850,1
6850,"[[149, 237, 149, 373, 479, 373, 479, 237]]",44880,0,8783,"[149, 237, 330, 136]",11,6851,0
6851,"[[378, 185, 378, 264, 443, 264, 443, 185]]",5135,0,8783,"[378, 185, 65, 79]",9,6852,1
6852,"[[323, 183, 323, 250, 380, 250, 380, 183]]",3819,0,8783,"[323, 183, 57, 67]",9,6853,1
6853,"[[168, 247, 168, 375, 264, 375, 264, 247]]",12288,0,8783,"[168, 247, 96, 128]",9,6854,1
6854,"[[85, 226, 85, 375, 224, 375, 224, 226]]",20711,0,8783,"[85, 226, 139, 149]",9,6855,0
6855,"[[110, 181, 110, 257, 175, 257, 175, 181]]",4940,0,8783,"[110, 181, 65, 76]",9,6856,1
6856,"[[478, 145, 478, 169, 500, 169, 500, 145]]",528,0,8784,"[478, 145, 22, 24]",7,6857,1
6857,"[[428, 138, 428, 168, 484, 168, 484, 138]]",1680,0,8784,"[428, 138, 56, 30]",7,6858,0
6858,"[[411, 145, 411, 168, 444, 168, 444, 145]]",759,0,8784,"[411, 145, 33, 23]",7,6859,1
6859,"[[382, 143, 382, 167, 409, 167, 409, 143]]",648,0,8784,"[382, 143, 27, 24]",7,6860,1
6860,"[[300, 139, 300, 165, 338, 165, 338, 139]]",988,0,8784,"[300, 139, 38, 26]",7,6861,1
6861,"[[199, 139, 199, 170, 235, 170, 235, 139]]",1116,0,8784,"[199, 139, 36, 31]",7,6862,0
6862,"[[149, 139, 149, 169, 194, 169, 194, 139]]",1350,0,8784,"[149, 139, 45, 30]",7,6863,0
6863,"[[109, 140, 109, 175, 146, 175, 146, 140]]",1295,0,8784,"[109, 140, 37, 35]",7,6864,1
6864,"[[43, 140, 43, 172, 93, 172, 93, 140]]",1600,0,8784,"[43, 140, 50, 32]",7,6865,0
6865,"[[1, 143, 1, 169, 40, 169, 40, 143]]",1014,0,8784,"[1, 143, 39, 26]",7,6866,1
6866,"[[336, 154, 336, 189, 355, 189, 355, 154]]",665,0,8784,"[336, 154, 19, 35]",4,6867,1
6867,"[[266, 153, 266, 193, 289, 193, 289, 153]]",920,0,8784,"[266, 153, 23, 40]",4,6868,1
6868,"[[244, 157, 244, 195, 265, 195, 265, 157]]",798,0,8784,"[244, 157, 21, 38]",4,6869,1
6869,"[[230, 153, 230, 202, 252, 202, 252, 153]]",1078,0,8784,"[230, 153, 22, 49]",4,6870,1
6870,"[[198, 153, 198, 193, 220, 193, 220, 153]]",880,0,8784,"[198, 153, 22, 40]",4,6871,1
6871,"[[145, 155, 145, 193, 171, 193, 171, 155]]",988,0,8784,"[145, 155, 26, 38]",4,6872,1
6872,"[[47, 157, 47, 196, 72, 196, 72, 157]]",975,0,8784,"[47, 157, 25, 39]",4,6873,1
6873,"[[323, 130, 323, 170, 382, 170, 382, 130]]",2360,0,8784,"[323, 130, 59, 40]",7,6874,0
6874,"[[0, 168, 0, 230, 213, 230, 213, 168]]",13206,0,8790,"[0, 168, 213, 62]",19,6875,0
6875,"[[0, 106, 0, 254, 46, 254, 46, 106]]",6808,0,8794,"[0, 106, 46, 148]",15,6876,0
6876,"[[40, 148, 40, 250, 97, 250, 97, 148]]",5814,0,8794,"[40, 148, 57, 102]",15,6877,0
6877,"[[124, 142, 124, 172, 170, 172, 170, 142]]",1380,0,8794,"[124, 142, 46, 30]",15,6878,0
6878,"[[183, 136, 183, 166, 208, 166, 208, 136]]",750,0,8794,"[183, 136, 25, 30]",15,6879,0
6879,"[[223, 96, 223, 124, 249, 124, 249, 96]]",728,0,8794,"[223, 96, 26, 28]",15,6880,0
6880,"[[273, 93, 273, 108, 293, 108, 293, 93]]",300,0,8794,"[273, 93, 20, 15]",15,6881,1
6881,"[[308, 84, 308, 103, 325, 103, 325, 84]]",323,0,8794,"[308, 84, 17, 19]",15,6882,1
6882,"[[354, 130, 354, 166, 383, 166, 383, 130]]",1044,0,8794,"[354, 130, 29, 36]",15,6883,0
6883,"[[421, 128, 421, 149, 440, 149, 440, 128]]",399,0,8794,"[421, 128, 19, 21]",15,6884,1
6884,"[[461, 129, 461, 151, 482, 151, 482, 129]]",462,0,8794,"[461, 129, 21, 22]",15,6885,1
6885,"[[419, 77, 419, 135, 447, 135, 447, 77]]",1624,0,8794,"[419, 77, 28, 58]",15,6886,0
6886,"[[80, 95, 80, 312, 500, 312, 500, 95]]",91140,0,8794,"[80, 95, 420, 217]",7,6887,0
6887,"[[271, 63, 271, 108, 310, 108, 310, 63]]",1755,0,8794,"[271, 63, 39, 45]",15,6888,0
6888,"[[241, 66, 241, 113, 270, 113, 270, 66]]",1363,0,8794,"[241, 66, 29, 47]",15,6889,0
6889,"[[202, 63, 202, 149, 240, 149, 240, 63]]",3268,0,8794,"[202, 63, 38, 86]",15,6890,0
6890,"[[219, 49, 219, 67, 232, 67, 232, 49]]",234,0,8806,"[219, 49, 13, 18]",16,6891,1
6891,"[[231, 159, 231, 177, 238, 177, 238, 159]]",126,0,8806,"[231, 159, 7, 18]",16,6892,1
6892,"[[237, 161, 237, 177, 245, 177, 245, 161]]",128,0,8806,"[237, 161, 8, 16]",16,6893,1
6893,"[[245, 163, 245, 179, 252, 179, 252, 163]]",112,0,8806,"[245, 163, 7, 16]",16,6894,1
6894,"[[341, 162, 341, 226, 365, 226, 365, 162]]",1536,0,8806,"[341, 162, 24, 64]",16,6895,1
6895,"[[417, 172, 417, 245, 442, 245, 442, 172]]",1825,0,8806,"[417, 172, 25, 73]",16,6896,0
6896,"[[37, 39, 37, 221, 443, 221, 443, 39]]",73892,0,8809,"[37, 39, 406, 182]",8,6897,0
6897,"[[2, 55, 2, 375, 500, 375, 500, 55]]",159360,0,8811,"[2, 55, 498, 320]",2,6898,0
6898,"[[188, 102, 188, 244, 356, 244, 356, 102]]",23856,0,8813,"[188, 102, 168, 142]",3,6899,0
6899,"[[317, 28, 317, 368, 479, 368, 479, 28]]",55080,0,8813,"[317, 28, 162, 340]",15,6900,0
6900,"[[0, 0, 0, 375, 101, 375, 101, 0]]",37875,0,8813,"[0, 0, 101, 375]",15,6901,0
6901,"[[425, 155, 425, 255, 500, 255, 500, 155]]",7500,0,8813,"[425, 155, 75, 100]",15,6902,0
6902,"[[258, 165, 258, 375, 495, 375, 495, 165]]",49770,0,8813,"[258, 165, 237, 210]",15,6903,0
6903,"[[175, 131, 175, 363, 262, 363, 262, 131]]",20184,0,8813,"[175, 131, 87, 232]",15,6904,0
6904,"[[127, 105, 127, 185, 178, 185, 178, 105]]",4080,0,8813,"[127, 105, 51, 80]",15,6905,1
6905,"[[99, 92, 99, 160, 135, 160, 135, 92]]",2448,0,8813,"[99, 92, 36, 68]",15,6906,0
6906,"[[368, 171, 368, 266, 436, 266, 436, 171]]",6460,0,8814,"[368, 171, 68, 95]",9,6907,0
6907,"[[188, 213, 188, 332, 277, 332, 277, 213]]",10591,0,8814,"[188, 213, 89, 119]",9,6908,0
6908,"[[101, 190, 101, 321, 181, 321, 181, 190]]",10480,0,8814,"[101, 190, 80, 131]",9,6909,0
6909,"[[126, 199, 126, 320, 362, 320, 362, 199]]",28556,0,8814,"[126, 199, 236, 121]",11,6910,0
6910,"[[1, 29, 1, 364, 230, 364, 230, 29]]",76715,0,8815,"[1, 29, 229, 335]",8,6911,0
6911,"[[130, 78, 130, 450, 294, 450, 294, 78]]",61008,0,8819,"[130, 78, 164, 372]",12,6912,0
6912,"[[121, 44, 121, 278, 334, 278, 334, 44]]",49842,0,8838,"[121, 44, 213, 234]",6,6913,0
6913,"[[359, 180, 359, 200, 382, 200, 382, 180]]",460,0,8838,"[359, 180, 23, 20]",7,6914,1
6914,"[[103, 183, 103, 201, 115, 201, 115, 183]]",216,0,8838,"[103, 183, 12, 18]",15,6915,1
6915,"[[138, 1, 138, 258, 425, 258, 425, 1]]",73759,0,8840,"[138, 1, 287, 257]",12,6916,0
6916,"[[1, 128, 1, 333, 207, 333, 207, 128]]",42230,0,8840,"[1, 128, 206, 205]",12,6917,1
6917,"[[177, 242, 177, 375, 249, 375, 249, 242]]",9576,0,8841,"[177, 242, 72, 133]",12,6918,0
6918,"[[309, 55, 309, 75, 320, 75, 320, 55]]",220,0,8841,"[309, 55, 11, 20]",5,6919,1
6919,"[[324, 54, 324, 89, 341, 89, 341, 54]]",595,0,8841,"[324, 54, 17, 35]",5,6920,0
6920,"[[317, 53, 317, 86, 328, 86, 328, 53]]",363,0,8841,"[317, 53, 11, 33]",5,6921,1
6921,"[[298, 53, 298, 89, 313, 89, 313, 53]]",540,0,8841,"[298, 53, 15, 36]",5,6922,0
6922,"[[394, 168, 394, 206, 406, 206, 406, 168]]",456,0,8841,"[394, 168, 12, 38]",5,6923,1
6923,"[[114, 44, 114, 270, 292, 270, 292, 44]]",40228,0,8847,"[114, 44, 178, 226]",1,6924,0
6924,"[[49, 2, 49, 375, 500, 375, 500, 2]]",168223,0,8856,"[49, 2, 451, 373]",8,6925,0
6925,"[[109, 186, 109, 445, 214, 445, 214, 186]]",27195,0,8862,"[109, 186, 105, 259]",13,6926,0
6926,"[[111, 89, 111, 320, 231, 320, 231, 89]]",27720,0,8862,"[111, 89, 120, 231]",15,6927,0
6927,"[[271, 160, 271, 303, 500, 303, 500, 160]]",32747,0,8865,"[271, 160, 229, 143]",15,6928,0
6928,"[[154, 186, 154, 334, 500, 334, 500, 186]]",51208,0,8865,"[154, 186, 346, 148]",18,6929,0
6929,"[[129, 125, 129, 270, 244, 270, 244, 125]]",16675,0,8872,"[129, 125, 115, 145]",15,6930,0
6930,"[[172, 137, 172, 196, 383, 196, 383, 137]]",12449,0,8878,"[172, 137, 211, 59]",19,6931,0
6931,"[[126, 66, 126, 375, 375, 375, 375, 66]]",76941,0,8879,"[126, 66, 249, 309]",15,6932,0
6932,"[[150, 160, 150, 374, 310, 374, 310, 160]]",34240,0,8879,"[150, 160, 160, 214]",15,6933,0
6933,"[[2, 124, 2, 373, 391, 373, 391, 124]]",96861,0,8879,"[2, 124, 389, 249]",18,6934,1
6934,"[[154, 219, 154, 285, 318, 285, 318, 219]]",10824,0,8883,"[154, 219, 164, 66]",6,6935,0
6935,"[[332, 224, 332, 284, 408, 284, 408, 224]]",4560,0,8883,"[332, 224, 76, 60]",6,6936,0
6936,"[[457, 218, 457, 284, 500, 284, 500, 218]]",2838,0,8883,"[457, 218, 43, 66]",6,6937,1
6937,"[[0, 41, 0, 496, 350, 496, 350, 41]]",159250,0,8885,"[0, 41, 350, 455]",8,6938,0
6938,"[[10, 0, 10, 201, 229, 201, 229, 0]]",44019,0,8886,"[10, 0, 219, 201]",13,6939,0
6939,"[[166, 1, 166, 172, 241, 172, 241, 1]]",12825,0,8886,"[166, 1, 75, 171]",15,6940,0
6940,"[[149, 101, 149, 236, 462, 236, 462, 101]]",42255,0,8891,"[149, 101, 313, 135]",7,6941,0
6941,"[[276, 123, 276, 153, 311, 153, 311, 123]]",1050,0,8891,"[276, 123, 35, 30]",15,6942,0
6942,"[[0, 41, 0, 124, 500, 124, 500, 41]]",41500,0,8900,"[0, 41, 500, 83]",4,6943,0
6943,"[[0, 52, 0, 208, 500, 208, 500, 52]]",78000,0,8900,"[0, 52, 500, 156]",4,6944,0
6944,"[[2, 192, 2, 301, 92, 301, 92, 192]]",9810,0,8900,"[2, 192, 90, 109]",15,6945,0
6945,"[[160, 147, 160, 303, 218, 303, 218, 147]]",9048,0,8900,"[160, 147, 58, 156]",15,6946,0
6946,"[[204, 150, 204, 248, 287, 248, 287, 150]]",8134,0,8900,"[204, 150, 83, 98]",15,6947,0
6947,"[[352, 109, 352, 255, 412, 255, 412, 109]]",8760,0,8900,"[352, 109, 60, 146]",15,6948,0
6948,"[[410, 108, 410, 203, 482, 203, 482, 108]]",6840,0,8900,"[410, 108, 72, 95]",15,6949,0
6949,"[[400, 6, 400, 64, 461, 64, 461, 6]]",3538,0,8900,"[400, 6, 61, 58]",15,6950,0
6950,"[[308, 12, 308, 71, 387, 71, 387, 12]]",4661,0,8900,"[308, 12, 79, 59]",15,6951,0
6951,"[[230, 24, 230, 83, 291, 83, 291, 24]]",3599,0,8900,"[230, 24, 61, 59]",15,6952,0
6952,"[[44, 47, 44, 100, 103, 100, 103, 47]]",3127,0,8900,"[44, 47, 59, 53]",15,6953,0
6953,"[[166, 33, 166, 85, 219, 85, 219, 33]]",2756,0,8900,"[166, 33, 53, 52]",15,6954,0
6954,"[[126, 277, 126, 362, 199, 362, 199, 277]]",6205,0,8900,"[126, 277, 73, 85]",12,6955,0
6955,"[[1, 81, 1, 298, 500, 298, 500, 81]]",108283,0,8905,"[1, 81, 499, 217]",1,6956,0
6956,"[[21, 60, 21, 308, 486, 308, 486, 60]]",115320,0,8909,"[21, 60, 465, 248]",7,6957,0
6957,"[[223, 150, 223, 301, 401, 301, 401, 150]]",26878,0,8920,"[223, 150, 178, 151]",17,6958,0
6958,"[[60, 66, 60, 284, 230, 284, 230, 66]]",37060,0,8920,"[60, 66, 170, 218]",15,6959,0
6959,"[[14, 30, 14, 176, 366, 176, 366, 30]]",51392,0,8923,"[14, 30, 352, 146]",7,6960,0
6960,"[[230, 97, 230, 313, 370, 313, 370, 97]]",30240,0,8926,"[230, 97, 140, 216]",3,6961,0
6961,"[[0, 56, 0, 240, 441, 240, 441, 56]]",81144,0,8929,"[0, 56, 441, 184]",7,6962,0
6962,"[[0, 26, 0, 255, 83, 255, 83, 26]]",19007,0,8929,"[0, 26, 83, 229]",7,6963,1
6963,"[[1, 58, 1, 500, 375, 500, 375, 58]]",165308,0,8930,"[1, 58, 374, 442]",8,6964,0
6964,"[[59, 125, 59, 375, 156, 375, 156, 125]]",24250,0,8932,"[59, 125, 97, 250]",15,6965,0
6965,"[[138, 91, 138, 375, 230, 375, 230, 91]]",26128,0,8932,"[138, 91, 92, 284]",15,6966,0
6966,"[[220, 120, 220, 302, 311, 302, 311, 120]]",16562,0,8932,"[220, 120, 91, 182]",15,6967,0
6967,"[[300, 80, 300, 303, 390, 303, 390, 80]]",20070,0,8932,"[300, 80, 90, 223]",15,6968,0
6968,"[[198, 297, 198, 375, 466, 375, 466, 297]]",20904,0,8932,"[198, 297, 268, 78]",11,6969,0
6969,"[[79, 229, 79, 401, 248, 401, 248, 229]]",29068,0,8933,"[79, 229, 169, 172]",8,6970,0
6970,"[[233, 345, 233, 407, 284, 407, 284, 345]]",3162,0,8933,"[233, 345, 51, 62]",16,6971,0
6971,"[[233, 382, 233, 447, 297, 447, 297, 382]]",4160,0,8933,"[233, 382, 64, 65]",16,6972,0
6972,"[[91, 213, 91, 341, 210, 341, 210, 213]]",15232,0,8936,"[91, 213, 119, 128]",9,6973,0
6973,"[[3, 293, 3, 375, 75, 375, 75, 293]]",5904,0,8936,"[3, 293, 72, 82]",9,6974,1
6974,"[[28, 198, 28, 306, 121, 306, 121, 198]]",10044,0,8936,"[28, 198, 93, 108]",9,6975,0
6975,"[[205, 173, 205, 238, 257, 238, 257, 173]]",3380,0,8936,"[205, 173, 52, 65]",9,6976,0
6976,"[[246, 196, 246, 278, 320, 278, 320, 196]]",6068,0,8936,"[246, 196, 74, 82]",9,6977,0
6977,"[[275, 167, 275, 191, 309, 191, 309, 167]]",816,0,8936,"[275, 167, 34, 24]",9,6978,1
6978,"[[300, 177, 300, 219, 351, 219, 351, 177]]",2142,0,8936,"[300, 177, 51, 42]",9,6979,1
6979,"[[316, 161, 316, 181, 352, 181, 352, 161]]",720,0,8936,"[316, 161, 36, 20]",9,6980,1
6980,"[[343, 158, 343, 179, 364, 179, 364, 158]]",441,0,8936,"[343, 158, 21, 21]",9,6981,1
6981,"[[361, 168, 361, 181, 380, 181, 380, 168]]",247,0,8936,"[361, 168, 19, 13]",9,6982,1
6982,"[[371, 173, 371, 223, 419, 223, 419, 173]]",2400,0,8936,"[371, 173, 48, 50]",9,6983,0
6983,"[[448, 161, 448, 196, 486, 196, 486, 161]]",1330,0,8936,"[448, 161, 38, 35]",9,6984,1
6984,"[[421, 163, 421, 192, 441, 192, 441, 163]]",580,0,8936,"[421, 163, 20, 29]",9,6985,1
6985,"[[408, 232, 408, 312, 500, 312, 500, 232]]",7360,0,8939,"[408, 232, 92, 80]",7,6986,0
6986,"[[0, 0, 0, 500, 443, 500, 443, 0]]",221500,0,8944,"[0, 0, 443, 500]",15,6987,0
6987,"[[2, 158, 2, 323, 182, 323, 182, 158]]",29700,0,8948,"[2, 158, 180, 165]",9,6988,0
6988,"[[250, 128, 250, 246, 367, 246, 367, 128]]",13806,0,8948,"[250, 128, 117, 118]",9,6989,0
6989,"[[473, 122, 473, 201, 500, 201, 500, 122]]",2133,0,8948,"[473, 122, 27, 79]",20,6990,0
6990,"[[49, 34, 49, 359, 500, 359, 500, 34]]",146575,0,8958,"[49, 34, 451, 325]",7,6991,0
6991,"[[439, 182, 439, 270, 486, 270, 486, 182]]",4136,0,8960,"[439, 182, 47, 88]",15,6992,0
6992,"[[407, 205, 407, 270, 433, 270, 433, 205]]",1690,0,8960,"[407, 205, 26, 65]",15,6993,1
6993,"[[336, 198, 336, 272, 362, 272, 362, 198]]",1924,0,8960,"[336, 198, 26, 74]",15,6994,0
6994,"[[314, 201, 314, 276, 337, 276, 337, 201]]",1725,0,8960,"[314, 201, 23, 75]",15,6995,1
6995,"[[118, 157, 118, 178, 153, 178, 153, 157]]",735,0,8960,"[118, 157, 35, 21]",7,6996,1
6996,"[[258, 178, 258, 407, 479, 407, 479, 178]]",50609,0,8961,"[258, 178, 221, 229]",9,6997,0
6997,"[[246, 88, 246, 407, 472, 407, 472, 88]]",72094,0,8961,"[246, 88, 226, 319]",15,6998,0
6998,"[[0, 77, 0, 407, 269, 407, 269, 77]]",88770,0,8961,"[0, 77, 269, 330]",15,6999,0
6999,"[[0, 309, 0, 407, 112, 407, 112, 309]]",10976,0,8961,"[0, 309, 112, 98]",9,7000,1
7000,"[[30, 58, 30, 108, 73, 108, 73, 58]]",2150,0,8961,"[30, 58, 43, 50]",15,7001,0
7001,"[[448, 149, 448, 186, 500, 186, 500, 149]]",1924,0,8961,"[448, 149, 52, 37]",9,7002,1
7002,"[[85, 38, 85, 215, 135, 215, 135, 38]]",8850,0,8962,"[85, 38, 50, 177]",5,7003,0
7003,"[[127, 26, 127, 303, 500, 303, 500, 26]]",103321,0,8966,"[127, 26, 373, 277]",6,7004,0
7004,"[[18, 180, 18, 211, 48, 211, 48, 180]]",930,0,8966,"[18, 180, 30, 31]",7,7005,1
7005,"[[228, 14, 228, 331, 379, 331, 379, 14]]",47867,0,8967,"[228, 14, 151, 317]",5,7006,0
7006,"[[358, 14, 358, 322, 480, 322, 480, 14]]",37576,0,8967,"[358, 14, 122, 308]",5,7007,0
7007,"[[161, 53, 161, 333, 260, 333, 260, 53]]",27720,0,8967,"[161, 53, 99, 280]",5,7008,0
7008,"[[136, 70, 136, 332, 233, 332, 233, 70]]",25414,0,8967,"[136, 70, 97, 262]",5,7009,0
7009,"[[85, 49, 85, 332, 443, 332, 443, 49]]",101314,0,8968,"[85, 49, 358, 283]",7,7010,0
7010,"[[42, 109, 42, 375, 468, 375, 468, 109]]",113316,0,8969,"[42, 109, 426, 266]",7,7011,0
7011,"[[417, 120, 417, 183, 500, 183, 500, 120]]",5229,0,8969,"[417, 120, 83, 63]",7,7012,0
7012,"[[1, 188, 1, 375, 73, 375, 73, 188]]",13464,0,8969,"[1, 188, 72, 187]",7,7013,1
7013,"[[251, 80, 251, 242, 371, 242, 371, 80]]",19440,0,8970,"[251, 80, 120, 162]",16,7014,0
7014,"[[64, 76, 64, 204, 190, 204, 190, 76]]",16128,0,8970,"[64, 76, 126, 128]",20,7015,0
7015,"[[82, 47, 82, 244, 462, 244, 462, 47]]",74860,0,8971,"[82, 47, 380, 197]",1,7016,0
7016,"[[270, 42, 270, 279, 444, 279, 444, 42]]",41238,0,8973,"[270, 42, 174, 237]",10,7017,0
7017,"[[159, 173, 159, 359, 350, 359, 350, 173]]",35526,0,8975,"[159, 173, 191, 186]",18,7018,0
7018,"[[23, 159, 23, 261, 135, 261, 135, 159]]",11424,0,8975,"[23, 159, 112, 102]",9,7019,0
7019,"[[376, 119, 376, 375, 500, 375, 500, 119]]",31744,0,8975,"[376, 119, 124, 256]",15,7020,0
7020,"[[211, 145, 211, 358, 491, 358, 491, 145]]",59640,0,8978,"[211, 145, 280, 213]",7,7021,0
7021,"[[35, 40, 35, 351, 443, 351, 443, 40]]",126888,0,8979,"[35, 40, 408, 311]",14,7022,0
7022,"[[39, 30, 39, 322, 239, 322, 239, 30]]",58400,0,8979,"[39, 30, 200, 292]",15,7023,0
7023,"[[52, 57, 52, 428, 372, 428, 372, 57]]",118720,0,8980,"[52, 57, 320, 371]",12,7024,0
7024,"[[2, 8, 2, 496, 314, 496, 314, 8]]",152256,0,8985,"[2, 8, 312, 488]",3,7025,0
7025,"[[301, 128, 301, 227, 449, 227, 449, 128]]",14652,0,8987,"[301, 128, 148, 99]",18,7026,0
7026,"[[92, 155, 92, 312, 288, 312, 288, 155]]",30772,0,8987,"[92, 155, 196, 157]",18,7027,0
7027,"[[88, 203, 88, 262, 116, 262, 116, 203]]",1652,0,8987,"[88, 203, 28, 59]",16,7028,0
7028,"[[1, 94, 1, 329, 375, 329, 375, 94]]",87890,0,8988,"[1, 94, 374, 235]",19,7029,0
7029,"[[143, 166, 143, 220, 190, 220, 190, 166]]",2538,0,8989,"[143, 166, 47, 54]",5,7030,1
7030,"[[198, 181, 198, 250, 236, 250, 236, 181]]",2622,0,8989,"[198, 181, 38, 69]",5,7031,0
7031,"[[220, 152, 220, 206, 277, 206, 277, 152]]",3078,0,8989,"[220, 152, 57, 54]",5,7032,1
